#Note:F; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
948 4.81297780e-1 -1.62586947e+0
950 4.61137870e-1 -1.55345702e+0
952 4.43027202e-1 -1.48384852e+0
954 4.26750580e-1 -1.41678537e+0
956 4.12123495e-1 -1.35203232e+0
958 3.98987380e-1 -1.28937467e+0
960 3.87205726e-1 -1.22861591e+0
962 3.76660885e-1 -1.16957557e+0
964 3.67251437e-1 -1.11208730e+0
966 3.58890003e-1 -1.05599721e+0
968 3.51501447e-1 -1.00116236e+0
970 3.45021369e-1 -9.47449446e-1
972 3.39394869e-1 -8.94733565e-1
974 3.34575517e-1 -8.42897167e-1
976 3.30524508e-1 -7.91829076e-1
978 3.27209975e-1 -7.41423604e-1
980 3.24606430e-1 -6.91579747e-1
982 3.22694328e-1 -6.42200442e-1
984 3.21459734e-1 -5.93191879e-1
986 3.20894088e-1 -5.44462854e-1
988 3.20994051e-1 -4.95924167e-1
990 3.21761444e-1 -4.47488041e-1
992 3.23203266e-1 -3.99067565e-1
994 3.25331788e-1 -3.50576160e-1
996 3.28164744e-1 -3.01927043e-1
998 3.31725592e-1 -2.53032708e-1
1000 3.36043891e-1 -2.03804403e-1
1002 3.41155766e-1 -1.54151601e-1
1004 3.47104494e-1 -1.03981467e-1
1006 3.53941227e-1 -5.31983162e-2
1008 3.61725864e-1 -1.70305522e-3
1010 3.70528088e-1 5.06073860e-2
1012 3.80428630e-1 1.03840636e-1
1014 3.91520751e-1 1.58109473e-1
1016 4.03912028e-1 2.13532421e-1
1018 4.17726471e-1 2.70234334e-1
1020 4.33107055e-1 3.28346963e-1
1022 4.50218736e-1 3.88009464e-1
1024 4.69252067e-1 4.49368832e-1
1026 4.90427518e-1 5.12580173e-1
1028 5.14000677e-1 5.77806771e-1
1030 5.40268492e-1 6.45219804e-1
1032 5.69576797e-1 7.14997568e-1
1034 6.02329398e-1 7.87323961e-1
1036 6.38999035e-1 8.62385912e-1
1038 6.80140642e-1 9.40369277e-1
1040 7.26407345e-1 1.02145255e+0
1042 7.78569741e-1 1.10579745e+0
1044 8.37539027e-1 1.19353503e+0
1046 9.04394544e-1 1.28474552e+0
1048 9.80416169e-1 1.37942906e+0
1050 1.06712171e+0 1.47746391e+0
1052 1.16630866e+0 1.57854658e+0
1054 1.28009837e+0 1.68210707e+0
1056 1.41097790e+0 1.78718947e+0
1058 1.56183051e+0 1.89228562e+0
1060 1.73593735e+0 1.99510696e+0
1062 1.93692066e+0 2.09227865e+0
1064 2.16857819e+0 2.17894500e+0
1066 2.43453106e+0 2.24829107e+0
1068 2.73757290e+0 2.29102662e+0
1070 3.07858244e+0 2.29496053e+0
1072 3.45487927e+0 2.24493603e+0
1074 3.85803829e+0 2.12358996e+0
1076 4.27153364e+0 1.91355809e+0
1078 4.66920556e+0 1.60163161e+0
1080 5.01620655e+0 1.18461100e+0
1082 5.27405606e+0 6.75055074e-1
1084 5.40978165e+0 1.03571972e-1
1086 5.40602926e+0 -4.85377775e-1
1088 5.26691862e+0 -1.04383830e+0
1090 5.01614805e+0 -1.53224726e+0
1092 4.68866444e+0 -1.92712067e+0
1094 4.32074775e+0 -2.22201754e+0
1096 3.94285994e+0 -2.42345035e+0
1098 3.57668083e+0 -2.54513105e+0
1100 3.23536991e+0 -2.60309109e+0
1102 2.92539247e+0 -2.61259599e+0
1104 2.64864532e+0 -2.58668062e+0
1106 2.40425355e+0 -2.53575569e+0
1108 2.18986499e+0 -2.46777769e+0
1110 2.00248979e+0 -2.38864335e+0
1112 1.83900039e+0 -2.30262356e+0
1114 1.69640400e+0 -2.21275334e+0
1116 1.57197349e+0 -2.12115068e+0
1118 1.46329519e+0 -2.02926409e+0
1120 1.36827131e+0 -1.93805868e+0
1122 1.28509936e+0 -1.84815340e+0
1124 1.21224174e+0 -1.75992093e+0
1126 1.14839281e+0 -1.67355992e+0
1128 1.09244712e+0 -1.58914676e+0
1130 1.04347057e+0 -1.50667272e+0
1132 1.00067514e+0 -1.42607033e+0
1134 9.63397212e-1 -1.34723216e+0
1136 9.31079349e-1 -1.27002404e+0
1138 9.03254996e-1 -1.19429434e+0
1140 8.79535887e-1 -1.11988040e+0
1142 8.59601704e-1 -1.04661289e+0
1144 8.43191700e-1 -9.74318758e-1
1146 8.30097989e-1 -9.02823062e-1
1148 8.20160300e-1 -8.31950097e-1
1150 8.13261992e-1 -7.61523987e-1
1152 8.09327207e-1 -6.91368917e-1
1154 8.08319054e-1 -6.21309138e-1
1156 8.10238770e-1 -5.51168848e-1
1158 8.15125810e-1 -4.80772035e-1
1160 8.23058899e-1 -4.09942385e-1
1162 8.34158051e-1 -3.38503326e-1
1164 8.48587653e-1 -2.66278338e-1
1166 8.66560703e-1 -1.93091659e-1
1168 8.88344366e-1 -1.18769566e-1
1170 9.14267017e-1 -4.31424834e-2
1172 9.44727029e-1 3.39517617e-2
1174 9.80203565e-1 1.12663062e-1
1176 1.02126972e+0 1.93121906e-1
1178 1.06860835e+0 2.75429124e-1
1180 1.12303096e+0 3.59641266e-1
1182 1.18549993e+0 4.45749928e-1
1184 1.25715423e+0 5.33652640e-1
1186 1.33933831e+0 6.23112096e-1
1188 1.43363322e+0 7.13699264e-1
1190 1.54188748e+0 8.04714438e-1
1192 1.66624302e+0 8.95078437e-1
1194 1.80914704e+0 9.83184205e-1
1196 1.97333418e+0 1.06669756e+0
1198 2.16175231e+0 1.14229622e+0
1200 2.37738949e+0 1.20534123e+0
1202 2.62293708e+0 1.24949051e+0
1204 2.90019965e+0 1.26629901e+0
1206 3.20914463e+0 1.24491819e+0
1208 3.54650522e+0 1.17212045e+0
1210 3.90396342e+0 1.03302405e+0
1212 4.26622443e+0 8.13014499e-1
1214 4.60978494e+0 5.01265221e-1
1216 4.90373251e+0 9.56727870e-2
1218 5.11394331e+0 -3.92201580e-1
1220 5.21081719e+0 -9.34908422e-1
1222 5.17818927e+0 -1.49229201e+0
1224 5.01904560e+0 -2.02023402e+0
1226 4.75462953e+0 -2.48138252e+0
1228 4.41743786e+0 -2.85275944e+0
1230 4.04209412e+0 -3.12742925e+0
1232 3.65826012e+0 -3.31118472e+0
1234 3.28734982e+0 -3.41721906e+0
1236 2.94245432e+0 -3.46132602e+0
1238 2.62997220e+0 -3.45872662e+0
1240 2.35167089e+0 -3.42249268e+0
1242 2.10649028e+0 -3.36307747e+0
1244 1.89186630e+0 -3.28845090e+0
1246 1.70459747e+0 -3.20448689e+0
1248 1.54136232e+0 -3.11540356e+0
1250 1.39899995e+0 -3.02416367e+0
1252 1.27464260e+0 -2.93280366e+0
1254 1.16576147e+0 -2.84268904e+0
1256 1.07016532e+0 -2.75470605e+0
1258 9.85975642e-1 -2.66940240e+0
1260 9.11592109e-1 -2.58708910e+0
1262 8.45655957e-1 -2.50791357e+0
1264 7.87015027e-1 -2.43191169e+0
1266 7.34692258e-1 -2.35904466e+0
1268 6.87858185e-1 -2.28922505e+0
1270 6.45807393e-1 -2.22233505e+0
1272 6.07938619e-1 -2.15823920e+0
1274 5.73738052e-1 -2.09679320e+0
1276 5.42765396e-1 -2.03784992e+0
1278 5.14642243e-1 -1.98126347e+0
1280 4.89042408e-1 -1.92689183e+0
1282 4.65683870e-1 -1.87459849e+0
1284 4.44322058e-1 -1.82425352e+0
1286 4.24744250e-1 -1.77573397e+0
1288 4.06764877e-1 -1.72892411e+0
1290 3.90221598e-1 -1.68371535e+0
1292 3.74971990e-1 -1.64000606e+0
1294 3.60890767e-1 -1.59770129e+0
1296 3.47867426e-1 -1.55671242e+0
1298 3.35804252e-1 -1.51695678e+0
1300 3.24614627e-1 -1.47835729e+0
1302 3.14221584e-1 -1.44084205e+0
1304 3.04556578e-1 -1.40434401e+0
1306 2.95558426e-1 -1.36880060e+0
1308 2.87172405e-1 -1.33415338e+0
1310 2.79349465e-1 -1.30034775e+0
1312 2.72045563e-1 -1.26733263e+0
1314 2.65221070e-1 -1.23506021e+0
1316 2.58840274e-1 -1.20348568e+0
1318 2.52870932e-1 -1.17256701e+0
1320 2.47283895e-1 -1.14226470e+0
1322 2.42052762e-1 -1.11254163e+0
1324 2.37153598e-1 -1.08336283e+0
1326 2.32564668e-1 -1.05469533e+0
1328 2.28266215e-1 -1.02650802e+0
